"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","687","basic smoke test","chromium","2026-07-12","passed","2026-07-12","","smoke.spec.ts","",""
